timestamp,Open,High,Low,Close,Volume,Resample_180_ATR,Resample_180_CloseChange,Buy_Signal,Sell_Signal,Exit_Signal
2022-01-05 17:00:00,167.795,168.15,162.64,163.51,28962.1,5.856428571428572,-4.9150000000000205,0,0,0
2022-01-05 18:00:00,163.51,165.39,162.58,163.935,31898.4,6.846428571428573,-7.039999999999992,0,0,0
2022-01-05 19:00:00,163.935,164.38,157.415,158.625,74858.8,6.846428571428573,-7.039999999999992,0,1,0
2022-01-13 11:00:00,151.745,151.975,149.865,150.39,15637.4,6.444999999999993,-1.490000000000009,0,0,0
2022-01-13 12:00:00,150.39,153.94,150.3,153.755,16934.4,7.1721428571428465,6.805000000000007,0,0,0
2022-01-13 13:00:00,153.755,155.03,153.605,154.835,43451.3,7.1721428571428465,6.805000000000007,1,0,1
2022-01-20 20:00:00,140.055,140.43,137.98,138.29,16663.5,6.222142857142862,-1.8900000000000148,0,0,0
2022-01-20 21:00:00,138.29,138.36,132.175,132.195,47768.4,7.591428571428578,-10.749999999999986,0,0,0
2022-01-20 22:00:00,132.195,133.495,130.225,132.13,56407.5,7.591428571428578,-10.749999999999986,0,1,1
2022-01-31 14:00:00,91.865,92.5,91.18,92.45,44632.0,4.707857142857138,1.125,0,0,0
2022-01-31 15:00:00,92.45,96.0,92.425,95.295,137138.7,5.2742857142857105,5.1299999999999955,0,0,0
2022-01-31 16:00:00,95.295,98.835,94.935,97.76,116242.1,5.2742857142857105,5.1299999999999955,1,0,1
2022-02-11 17:00:00,105.895,106.4,105.34,105.53,20492.0,6.439999999999998,-1.4549999999999983,0,0,0
2022-02-11 18:00:00,105.53,105.94,100.47,100.73,96260.0,7.408571428571427,-7.909999999999997,0,0,0
2022-02-11 19:00:00,100.73,101.4,98.99,99.715,134798.9,7.408571428571427,-7.909999999999997,0,1,1
2022-02-14 23:00:00,96.74,96.92,96.2,96.33,17528.5,5.03428571428572,1.5600000000000023,0,0,0
2022-02-15 00:00:00,96.33,97.515,96.33,96.885,37803.4,5.727142857142861,5.155000000000001,0,0,0
2022-02-15 01:00:00,96.885,102.09,96.76,101.94,131916.8,5.727142857142861,5.155000000000001,1,0,1
2022-03-28 20:00:00,111.345,112.81,110.805,112.71,44150.9,6.022857142857139,1.4499999999999886,0,0,0
2022-03-28 21:00:00,112.71,113.055,109.125,110.325,85157.3,6.940714285714283,-6.949999999999989,0,0,0
2022-03-28 22:00:00,110.325,111.09,109.385,109.44,66249.3,6.940714285714283,-6.949999999999989,0,1,1
2022-05-04 17:00:00,87.415,87.725,86.45,86.91,56945.3,3.0121428571428646,-0.2150000000000034,0,0,0
2022-05-04 18:00:00,86.91,91.3,86.465,90.735,390599.8,3.587142857142863,4.984999999999999,0,0,0
2022-05-04 19:00:00,90.735,92.195,90.285,91.585,169447.7,3.587142857142863,4.984999999999999,1,0,1
2022-05-05 11:00:00,92.625,92.94,92.085,92.265,21840.8,3.8492857142857173,-0.060000000000002274,0,0,0
2022-05-05 12:00:00,92.265,92.935,92.1,92.56,34916.2,4.404285714285716,-4.430000000000007,0,0,0
2022-05-05 13:00:00,92.56,92.56,89.615,89.765,142226.6,4.404285714285716,-4.430000000000007,0,1,1
2022-06-18 20:00:00,28.075,28.49,27.11,27.795,1444939.9,2.870714285714286,-1.7349999999999994,0,0,0
2022-06-18 21:00:00,27.795,29.97,27.7,29.255,948231.1,3.2757142857142862,4.194999999999997,0,0,0
2022-06-18 22:00:00,29.255,31.725,29.095,31.665,1374614.1,3.2757142857142862,4.194999999999997,1,0,1
2022-07-11 20:00:00,35.35,35.435,34.925,35.03,135035.4,1.5271428571428558,-0.5150000000000006,0,0,0
2022-07-11 21:00:00,35.03,35.09,34.43,34.63,169811.0,1.7457142857142844,-1.6300000000000026,0,0,0
2022-07-11 22:00:00,34.63,34.635,33.475,33.53,624759.6,1.7457142857142844,-1.6300000000000026,0,1,1
2022-07-14 14:00:00,33.805,34.2,33.705,34.085,248181.7,1.8107142857142868,0.3149999999999977,0,0,0
2022-07-14 15:00:00,34.085,35.24,34.045,35.14,612194.5,2.0764285714285724,2.4350000000000023,0,0,0
2022-07-14 16:00:00,35.14,35.45,34.82,35.065,449140.2,2.0764285714285724,2.4350000000000023,1,0,1
2022-08-19 05:00:00,38.195,38.395,38.13,38.3,77991.0,2.064285714285712,0.03499999999999659,0,0,0
2022-08-19 06:00:00,38.3,38.315,34.89,35.895,1782361.7,2.269285714285712,-2.094999999999999,0,0,0
2022-08-19 07:00:00,35.895,36.865,35.85,36.595,594432.0,2.269285714285712,-2.094999999999999,0,1,1
2022-10-25 14:00:00,28.895,29.075,28.795,29.015,247484.3,1.024285714285714,0.8049999999999997,0,0,0
2022-10-25 15:00:00,29.015,29.78,29.015,29.675,711142.6,1.3878571428571418,3.1099999999999994,0,0,0
2022-10-25 16:00:00,29.675,31.35,29.675,31.335,1677375.5,1.3878571428571418,3.1099999999999994,1,0,1
2022-11-02 17:00:00,31.555,31.635,31.11,31.36,170332.2,1.032142857142858,-0.06500000000000128,0,0,0
2022-11-02 18:00:00,31.36,32.91,30.825,31.805,2079343.8,1.3464285714285715,-1.0999999999999979,0,0,0
2022-11-02 19:00:00,31.805,32.285,30.8,30.875,1045205.4,1.3464285714285715,-1.0999999999999979,0,1,1
2022-11-05 14:00:00,34.67,34.87,34.37,34.49,194278.7,1.9335714285714276,-0.9099999999999966,0,0,0
2022-11-05 15:00:00,34.49,38.125,34.41,37.21,2529524.9,2.4507142857142847,2.3699999999999974,0,0,0
2022-11-05 16:00:00,37.21,38.75,37.205,37.695,1965780.8,2.4507142857142847,2.3699999999999974,1,0,1
2022-11-07 20:00:00,32.385,32.48,31.865,32.045,487936.2,2.2521428571428594,-0.0799999999999983,0,0,0
2022-11-07 21:00:00,32.045,32.14,30.715,31.0,1081899.0,2.748571428571431,-2.455000000000002,0,0,0
2022-11-07 22:00:00,31.0,31.025,27.93,29.37,2569173.4,2.748571428571431,-2.455000000000002,0,1,1
2022-11-14 05:00:00,12.595,12.945,12.44,12.485,1007936.1,1.4571428571428573,-0.05000000000000071,0,0,0
2022-11-14 06:00:00,12.485,16.295,12.42,14.63,3778434.9,1.9150000000000005,2.0650000000000013,0,0,0
2022-11-14 07:00:00,14.63,14.78,14.025,14.51,2198543.8,1.9150000000000005,2.0650000000000013,1,0,1
2022-11-17 11:00:00,14.135,14.235,14.125,14.215,296709.8,0.7428571428571425,0.009999999999999787,0,0,0
2022-11-17 12:00:00,14.215,14.225,13.49,13.62,2399501.9,0.8649999999999997,-1.0,0,0,0
2022-11-17 13:00:00,13.62,13.635,12.78,13.04,4772352.4,0.8649999999999997,-1.0,0,1,1
2022-12-04 23:00:00,13.64,13.745,13.62,13.7,239272.7,0.3164285714285714,0.02999999999999936,0,0,0
2022-12-05 00:00:00,13.7,14.085,13.66,13.925,900644.6,0.3607142857142855,0.39500000000000135,0,0,0
2022-12-05 01:00:00,13.925,14.08,13.92,14.035,351076.4,0.3607142857142855,0.39500000000000135,1,0,1
2022-12-11 20:00:00,13.72,13.725,13.615,13.64,260768.0,0.1935714285714289,-0.0649999999999995,0,0,0
2022-12-11 21:00:00,13.64,13.665,13.615,13.625,87345.6,0.21857142857142872,-0.22500000000000142,0,0,0
2022-12-11 22:00:00,13.625,13.625,13.36,13.475,564671.0,0.21857142857142872,-0.22500000000000142,0,1,1
2022-12-13 11:00:00,13.145,13.355,13.145,13.34,507203.7,0.5057142857142851,0.379999999999999,0,0,0
2022-12-13 12:00:00,13.34,13.37,13.2,13.2,405641.1,0.6199999999999994,0.5500000000000007,0,0,0
2022-12-13 13:00:00,13.2,14.145,13.17,14.065,4621165.7,0.6199999999999994,0.5500000000000007,1,0,1
2022-12-16 20:00:00,13.01,13.115,12.965,13.005,457732.2,0.6535714285714287,0.09500000000000064,0,0,0
2022-12-16 21:00:00,13.005,13.025,12.88,12.895,363392.6,0.7492857142857144,-0.7600000000000016,0,0,0
2022-12-16 22:00:00,12.895,12.92,12.095,12.46,1369304.6,0.7492857142857144,-0.7600000000000016,0,1,1
2022-12-29 20:00:00,8.775,8.845,7.85,8.24,20285888.2,0.9935714285714285,-1.1150000000000002,0,0,0
2022-12-29 21:00:00,8.24,8.42,8.165,8.305,5247668.8,1.2107142857142859,1.3699999999999992,0,0,0
2022-12-29 22:00:00,8.305,10.96,8.26,9.14,13205576.3,1.2107142857142859,1.3699999999999992,1,0,1
2023-01-24 20:00:00,24.47,24.525,24.015,24.265,514565.8,1.302857142857143,-0.030000000000001137,0,0,0
2023-01-24 21:00:00,24.265,24.46,23.6,23.965,1201510.4,1.557857142857143,-1.490000000000002,0,0,0
2023-01-24 22:00:00,23.965,24.005,22.175,22.99,2266700.1,1.557857142857143,-1.490000000000002,0,1,1
2023-01-29 14:00:00,24.52,24.645,24.385,24.605,512573.8,1.0157142857142847,0.245000000000001,0,0,0
2023-01-29 15:00:00,24.605,24.81,24.585,24.7,482346.0,1.264285714285713,1.7049999999999983,0,0,0
2023-01-29 16:00:00,24.7,25.19,24.465,25.055,1043569.7,1.264285714285713,1.7049999999999983,1,0,1
2023-03-02 23:00:00,22.047,22.077,21.91,21.988,273110.3,0.6978571428571446,-0.05100000000000193,0,0,0
2023-03-03 00:00:00,21.988,22.0,21.76,21.836,291752.6,0.8807142857142871,-1.1829999999999998,0,0,0
2023-03-03 01:00:00,21.836,21.853,20.277,20.527,3823457.5,0.8807142857142871,-1.1829999999999998,0,1,1
2023-03-12 20:00:00,18.385,18.946,18.371,18.824,1536210.3,1.0928571428571432,0.26200000000000045,0,0,0
2023-03-12 21:00:00,18.824,19.126,18.749,19.123,816022.0,1.275428571428572,1.3719999999999999,0,0,0
2023-03-12 22:00:00,19.123,20.591,18.919,19.833,3955125.8,1.275428571428572,1.3719999999999999,1,0,1
2023-03-24 14:00:00,21.565,21.729,21.365,21.434,812760.7,0.9885714285714268,0.028999999999999915,0,0,0
2023-03-24 15:00:00,21.434,21.435,20.976,21.19,731984.2,1.0452857142857128,-1.0160000000000018,0,0,0
2023-03-24 16:00:00,21.19,21.31,20.959,20.975,483672.4,1.0452857142857128,-1.0160000000000018,0,1,1
2023-04-11 02:00:00,21.168,21.3,21.038,21.244,475670.8,0.5021428571428562,0.35300000000000153,0,0,0
2023-04-11 03:00:00,21.244,21.277,21.056,21.275,410917.4,0.6991428571428564,0.7340000000000018,0,0,0
2023-04-11 04:00:00,21.275,22.486,21.213,22.411,2014684.5,0.6991428571428564,0.7340000000000018,1,0,1
2023-04-19 05:00:00,24.637,24.79,24.603,24.676,131223.1,0.965285714285714,-0.05900000000000105,0,0,0
2023-04-19 06:00:00,24.676,24.696,24.249,24.289,910121.1,1.2847142857142855,-1.8389999999999986,0,0,0
2023-04-19 07:00:00,24.289,24.434,24.268,24.358,264136.6,1.2847142857142855,-1.8389999999999986,0,1,1
2023-05-27 20:00:00,19.665,19.821,19.658,19.82,306289.5,0.37042857142857194,0.19399999999999906,0,0,0
2023-05-27 21:00:00,19.82,19.984,19.82,19.944,424426.5,0.44200000000000017,0.5990000000000002,0,0,0
2023-05-27 22:00:00,19.944,20.535,19.89,20.358,1255500.1,0.44200000000000017,0.5990000000000002,1,0,1
2023-06-05 14:00:00,21.464,21.547,21.435,21.504,258444.1,0.6282857142857148,-0.09099999999999753,0,0,0
2023-06-05 15:00:00,21.504,21.504,19.885,19.909,3445910.5,0.9238571428571432,-1.439,0,0,0
2023-06-05 16:00:00,19.909,20.535,19.192,20.024,4026232.8,0.9238571428571432,-1.439,0,1,1
2023-06-17 02:00:00,15.177,15.354,15.166,15.322,189513.9,0.6871428571428575,0.014999999999998792,0,0,0
2023-06-17 03:00:00,15.322,15.427,15.281,15.419,223565.3,0.7572857142857146,0.7360000000000007,0,0,0
2023-06-17 04:00:00,15.419,15.56,15.355,15.482,446092.1,0.7572857142857146,0.7360000000000007,1,0,1
2023-07-30 17:00:00,24.916,24.988,24.886,24.987,132913.2,0.5098571428571422,0.06599999999999895,0,0,0
2023-07-30 18:00:00,24.987,24.99,24.852,24.888,110689.8,0.673142857142856,-0.7129999999999974,0,0,0
2023-07-30 19:00:00,24.888,24.911,23.659,24.242,2409227.7,0.673142857142856,-0.7129999999999974,0,1,1
2023-08-08 14:00:00,23.229,23.422,23.223,23.337,338141.7,0.6461428571428586,-0.05100000000000193,0,0,0
2023-08-08 15:00:00,23.337,23.9,23.33,23.721,1211745.2,0.7244285714285732,0.8350000000000009,0,0,0
2023-08-08 16:00:00,23.721,24.065,23.704,24.028,931656.9,0.7244285714285732,0.8350000000000009,1,0,1
2023-08-31 14:00:00,20.704,20.727,20.368,20.682,805790.1,0.6398571428571432,-0.1960000000000015,0,0,0
2023-08-31 15:00:00,20.682,20.684,20.2,20.327,1268296.2,0.7817142857142864,-0.8219999999999992,0,0,0
2023-08-31 16:00:00,20.327,20.338,19.617,19.693,2568678.8,0.7817142857142864,-0.8219999999999992,0,1,1
2023-09-27 08:00:00,18.933,18.942,18.857,18.881,188566.5,0.385428571428572,-0.07000000000000028,0,0,0
2023-09-27 09:00:00,18.881,19.229,18.881,19.165,717056.2,0.42714285714285793,0.5030000000000001,0,0,0
2023-09-27 10:00:00,19.165,19.245,19.101,19.186,525075.0,0.42714285714285793,0.5030000000000001,1,0,1
2023-09-27 11:00:00,19.186,19.463,19.186,19.384,1058956.0,0.42714285714285793,0.5030000000000001,0,0,0
2023-09-27 12:00:00,19.384,19.448,19.31,19.325,516413.2,0.5008571428571439,-0.5459999999999994,0,0,0
2023-09-27 13:00:00,19.325,19.42,19.212,19.257,447212.7,0.5008571428571439,-0.5459999999999994,0,1,1
2023-09-30 11:00:00,20.285,20.385,20.243,20.269,344377.7,0.5511428571428573,-0.02500000000000213,0,0,0
2023-09-30 12:00:00,20.269,20.698,20.268,20.503,764024.1,0.6744285714285719,1.0070000000000014,0,0,0
2023-09-30 13:00:00,20.503,21.09,20.501,20.793,2219908.5,0.6744285714285719,1.0070000000000014,1,0,1
2023-10-09 08:00:00,22.969,22.988,22.73,22.885,617811.1,0.6180000000000001,-0.3219999999999992,0,0,0
2023-10-09 09:00:00,22.885,22.926,21.929,22.382,2129225.4,0.6951428571428571,-0.7230000000000025,0,0,0
2023-10-09 10:00:00,22.382,22.493,22.217,22.244,801412.7,0.6951428571428571,-0.7230000000000025,0,1,1
2023-10-16 02:00:00,22.125,22.224,22.031,22.043,307882.9,0.4551428571428571,0.12399999999999878,0,0,0
2023-10-16 03:00:00,22.043,22.108,22.006,22.096,225859.1,0.5177142857142856,0.652000000000001,0,0,0
2023-10-16 04:00:00,22.096,22.18,22.093,22.138,131577.5,0.5177142857142856,0.652000000000001,1,0,1
2023-11-09 14:00:00,47.539,48.999,47.295,48.648,2485037.3,2.521714285714285,1.4870000000000019,0,0,0
2023-11-09 15:00:00,48.648,48.884,45.756,46.443,3420099.4,3.434428571428571,-3.1570000000000036,0,0,0
2023-11-09 16:00:00,46.443,46.866,40.796,45.343,6556820.0,3.434428571428571,-3.1570000000000036,0,1,1
2023-11-11 11:00:00,55.23,55.83,54.838,55.327,834111.6,5.2942857142857145,0.39399999999999835,0,0,0
2023-11-11 12:00:00,55.327,56.729,55.067,56.569,1288585.9,6.240285714285713,6.800000000000004,0,0,0
2023-11-11 13:00:00,56.569,59.996,56.455,59.747,3281727.3,6.240285714285713,6.800000000000004,1,0,1
2023-12-10 23:00:00,74.29,75.0,73.434,74.932,507268.0,4.460857142857145,0.554000000000002,0,0,0
2023-12-11 00:00:00,74.932,75.079,73.473,73.655,442214.9,5.7572857142857154,-4.615000000000009,0,0,0
2023-12-11 01:00:00,73.655,73.666,72.5,73.02,554735.0,5.7572857142857154,-4.615000000000009,0,1,1
2023-12-21 14:00:00,87.88,88.9,85.832,86.277,1381773.3,6.166714285714288,-0.8730000000000047,0,0,0
2023-12-21 15:00:00,86.277,87.95,85.524,87.593,744812.9,7.400571428571429,6.375,0,0,0
2023-12-21 16:00:00,87.593,90.083,87.563,89.485,1419296.8,7.400571428571429,6.375,1,0,1
2024-03-05 17:00:00,133.327,136.0,127.915,135.362,1555192.3,10.974428571428575,-2.045000000000016,0,0,0
2024-03-05 18:00:00,135.362,135.445,130.378,131.326,731435.7,14.696000000000003,-17.137,0,0,0
2024-03-05 19:00:00,131.326,133.204,103.46,119.127,4268209.8,14.696000000000003,-17.137,0,1,1
2024-03-11 05:00:00,140.607,142.137,140.479,140.88,200150.7,6.93028571428571,1.7090000000000032,0,0,0
2024-03-11 06:00:00,140.88,143.777,139.556,143.72,249399.0,8.23671428571428,8.491000000000014,0,0,0
2024-03-11 07:00:00,143.72,148.701,143.472,148.194,1081685.9,8.23671428571428,8.491000000000014,1,0,1
2024-04-01 02:00:00,203.374,203.907,202.599,202.985,153515.9,6.663428571428568,0.2600000000000193,0,0,0
2024-04-01 03:00:00,202.985,203.637,201.556,202.885,219865.8,7.528285714285715,-8.072000000000003,0,0,0
2024-04-01 04:00:00,202.885,203.876,201.209,201.368,224449.7,7.528285714285715,-8.072000000000003,0,1,1
2024-04-08 05:00:00,176.1,177.36,176.1,177.27,125284.3,5.8342857142857225,0.5200000000000102,0,0,0
2024-04-08 06:00:00,177.27,177.62,176.36,177.07,95124.3,6.65285714285715,6.4599999999999795,0,0,0
2024-04-08 07:00:00,177.07,181.29,176.66,180.23,438953.0,6.65285714285715,6.4599999999999795,1,0,1
2024-04-12 17:00:00,166.02,166.51,159.04,163.59,1616338.6,7.491428571428571,-3.9399999999999977,0,0,0
2024-04-12 18:00:00,163.59,163.89,139.8,151.01,4147472.6,10.598571428571423,-10.960000000000008,0,0,0
2024-04-12 19:00:00,151.01,154.03,147.4,149.17,1425011.1,10.598571428571423,-10.960000000000008,0,1,1
2024-05-06 05:00:00,147.78,148.92,147.2,148.67,228021.7,4.649999999999998,2.6399999999999864,0,0,0
2024-05-06 06:00:00,148.67,149.18,148.3,148.61,183711.3,5.311428571428569,5.670000000000016,0,0,0
2024-05-06 07:00:00,148.61,149.28,147.55,148.65,252077.5,5.311428571428569,5.670000000000016,1,0,1
2024-05-10 11:00:00,154.06,155.16,152.86,154.94,254375.8,7.185714285714279,0.960000000000008,0,0,0
2024-05-10 12:00:00,154.94,155.33,152.97,153.19,277153.9,7.30285714285714,-7.530000000000001,0,0,0
2024-05-10 13:00:00,153.19,153.65,152.3,152.94,278053.5,7.30285714285714,-7.530000000000001,0,1,1
2024-05-13 05:00:00,138.7,139.39,137.78,138.17,200505.7,4.71,-2.2700000000000102,0,0,0
2024-05-13 06:00:00,138.17,141.59,138.06,141.12,483296.5,5.547142857142859,6.360000000000014,0,0,0
2024-05-13 07:00:00,141.12,144.0,140.83,143.46,482295.2,5.547142857142859,6.360000000000014,1,0,1
2024-06-02 14:00:00,165.71,166.1,164.9,165.76,122673.0,2.890000000000003,-0.4200000000000159,0,0,0
2024-06-02 15:00:00,165.76,165.82,164.97,165.27,57950.6,3.108571428571427,-3.4399999999999977,0,0,0
2024-06-02 16:00:00,165.27,165.49,164.03,164.49,179366.0,3.108571428571427,-3.4399999999999977,0,1,1
2024-06-12 11:00:00,152.68,152.95,151.58,151.67,151935.6,6.947142857142857,0.4199999999999875,0,0,0
2024-06-12 12:00:00,151.67,159.53,151.46,158.77,1268562.0,7.845714285714284,8.210000000000008,0,0,0
2024-06-12 13:00:00,158.77,161.75,158.1,159.22,735707.5,7.845714285714284,8.210000000000008,1,0,1
2024-06-17 23:00:00,143.7,144.11,142.69,143.18,165853.8,6.307142857142866,0.30000000000001137,0,0,0
2024-06-18 00:00:00,143.18,143.72,139.97,141.42,658399.4,8.471428571428579,-8.5,0,0,0
2024-06-18 01:00:00,141.42,141.99,127.23,132.55,3608220.2,8.471428571428579,-8.5,0,1,1
2024-06-27 11:00:00,138.36,139.45,138.34,139.01,244832.4,5.212857142857148,2.6399999999999864,0,0,0
2024-06-27 12:00:00,139.01,140.44,138.44,139.55,600779.6,6.685714285714291,9.060000000000002,0,0,0
2024-06-27 13:00:00,139.55,150.0,139.4,148.01,3950222.6,6.685714285714291,9.060000000000002,1,0,1
2024-07-31 17:00:00,180.12,182.69,179.72,181.86,354299.2,7.2071428571428555,1.410000000000025,0,0,0
2024-07-31 18:00:00,181.86,182.42,178.68,180.74,731387.6,7.83142857142857,-8.410000000000025,0,0,0
2024-07-31 19:00:00,180.74,181.47,174.64,176.53,1293819.0,7.83142857142857,-8.410000000000025,0,1,1
2024-08-23 14:00:00,144.58,147.11,142.6,143.4,1799950.1,3.9742857142857213,0.020000000000010232,0,0,0
2024-08-23 15:00:00,143.4,144.99,143.18,144.33,495549.6,4.48571428571429,4.810000000000002,0,0,0
2024-08-23 16:00:00,144.33,145.13,143.99,144.96,275205.8,4.48571428571429,4.810000000000002,1,0,1
2024-08-27 20:00:00,154.87,154.94,153.88,153.96,150678.3,5.897142857142861,-0.9599999999999795,0,0,0
2024-08-27 21:00:00,153.96,154.16,146.95,149.13,1948139.8,6.848571428571432,-7.240000000000009,0,0,0
2024-08-27 22:00:00,149.13,149.48,144.66,147.4,2589594.1,6.848571428571432,-7.240000000000009,0,1,1
2024-09-09 14:00:00,129.66,130.0,126.82,127.03,846137.7,4.195714285714296,-2.3499999999999943,0,0,0
2024-09-09 15:00:00,127.03,128.57,126.95,128.33,365175.4,4.968571428571439,5.8300000000000125,0,0,0
2024-09-09 16:00:00,128.33,133.2,128.18,132.61,1666261.5,4.968571428571439,5.8300000000000125,1,0,1
2024-10-01 11:00:00,157.06,157.31,156.44,156.47,201470.9,5.624285714285719,0.12000000000000455,0,0,0
2024-10-01 12:00:00,156.47,156.67,155.77,156.05,350968.6,6.112857142857146,-5.780000000000001,0,0,0
2024-10-01 13:00:00,156.05,156.18,152.31,153.66,1266535.0,6.112857142857146,-5.780000000000001,0,1,1
2024-10-07 20:00:00,147.0,147.27,145.58,145.63,239062.2,5.197142857142869,-3.390000000000015,0,0,0
2024-10-07 21:00:00,145.63,147.01,145.63,146.8,152807.9,5.382857142857152,-1.289999999999992,0,0,0
2024-10-07 22:00:00,146.8,146.82,144.1,144.34,478871.8,5.382857142857152,-1.289999999999992,0,0,1
